Customer_ID,Age,Tenure_Months,Monthly_Charges,Total_Charges,Support_Calls,Payment_Delays,Num_Products,Contract_Length,Has_Internet,Has_Streaming,Gender,Churn,Cancellation_Date
CUST_0309,37,68,137.36,9106.65,1,1,2,Monthly,Yes,Yes,Male,1,1780358400000000000
CUST_0310,41,37,122.81,4311.5,0,3,1,Monthly,Yes,Yes,Male,0,
CUST_0311,50,54,53.48,2847.9,4,4,4,Yearly,Yes,Yes,Male,0,
CUST_0312,41,14,147.0,2047.03,2,2,1,Monthly,Yes,Yes,Female,1,1792540800000000000
CUST_0313,69,55,108.42,6254.36,2,2,3,Monthly,Yes,No,Female,0,
CUST_0314,28,48,26.3,1329.32,3,0,1,Monthly,Yes,No,Male,0,
CUST_0315,66,7,56.93,371.3,1,1,1,Monthly,Yes,Yes,Female,0,
CUST_0316,25,7,57.59,410.61,6,1,2,Yearly,Yes,Yes,Male,1,1790467200000000000
CUST_0317,53,33,33.66,1198.8,4,0,1,Monthly,Yes,No,Male,0,
CUST_0318,55,23,144.98,3073.64,2,0,4,Two-Year,Yes,No,Female,0,
CUST_0319,57,19,84.78,1602.09,3,0,4,Monthly,Yes,Yes,Female,0,
CUST_0320,37,19,136.98,2732.93,5,0,3,Monthly,Yes,No,Male,0,
CUST_0321,52,36,65.28,2402.48,5,2,4,Monthly,Yes,No,Female,1,1785110400000000000
CUST_0322,65,29,40.65,1084.68,3,2,2,Yearly,No,Yes,Male,0,
CUST_0323,42,60,84.29,4952.82,2,0,3,Yearly,Yes,Yes,Male,0,
CUST_0324,52,2,39.24,78.59,1,6,4,,Yes,Yes,Male,0,
CUST_0325,42,1,85.75,94.25,3,2,2,Yearly,No,No,Male,0,
CUST_0326,46,47,140.04,6158.81,3,0,4,Monthly,Yes,No,Male,0,
CUST_0327,35,69,90.1,6816.74,4,3,4,Yearly,Yes,No,Female,0,
CUST_0328,63,20,102.06,1990.64,2,3,1,Two-Year,Yes,Yes,Male,0,
CUST_0329,35,11,44.58,460.99,2,1,4,Monthly,Yes,No,Female,1,1783296000000000000
CUST_0330,19,2,30.47,59.89,1,1,4,Monthly,Yes,No,Male,0,
CUST_0331,52,67,38.85,2662.29,6,1,2,Yearly,Yes,No,Female,0,
CUST_0332,33,12,99.82,1129.2,3,1,2,Monthly,Yes,Yes,Male,0,
CUST_0333,58,20,36.88,706.83,1,0,1,Two-Year,Yes,No,Female,0,
CUST_0334,53,5,72.0,385.53,3,2,4,Monthly,Yes,Yes,Male,0,
CUST_0335,50,37,93.76,3815.34,0,0,1,Monthly,No,No,Male,0,
CUST_0336,21,38,73.58,2694.36,3,3,4,Two-Year,Yes,No,Female,0,
CUST_0337,50,9,45.46,380.41,3,2,3,Yearly,Yes,Yes,Female,0,
CUST_0338,31,53,59.22,3322.69,4,2,3,Monthly,Yes,No,Female,0,
CUST_0339,38,44,141.04,6330.44,3,3,1,Two-Year,Yes,Yes,Female,1,1786060800000000000
CUST_0340,65,24,109.5,2417.97,2,0,1,Monthly,Yes,No,Female,0,
CUST_0341,37,30,87.01,2843.54,3,2,1,Monthly,Yes,Yes,Female,1,1771891200000000000
CUST_0342,25,59,26.59,1436.42,2,0,2,Two-Year,Yes,No,Male,0,
CUST_0343,24,14,149.05,2139.02,2,0,2,Monthly,Yes,No,Male,0,
CUST_0344,20,9,108.93,965.46,2,3,2,Monthly,Yes,Yes,Male,1,1770595200000000000
CUST_0345,34,40,64.62,2614.07,4,1,1,Monthly,Yes,Yes,Female,0,
CUST_0346,50,66,134.91,8393.35,0,2,4,Yearly,No,Yes,Female,0,
CUST_0347,65,25,57.3,1486.39,3,1,3,Monthly,No,Yes,Female,0,
CUST_0348,29,22,93.0,2234.12,3,0,1,Yearly,Yes,No,Male,0,
CUST_0349,68,4,104.51,414.56,2,3,2,Yearly,Yes,No,Female,0,
CUST_0350,39,26,52.63,1374.66,1,1,2,Monthly,Yes,No,Male,0,
CUST_0351,39,58,147.3,8098.82,7,0,1,Yearly,Yes,No,Female,1,1772496000000000000
CUST_0352,63,29,118.52,3706.46,8,1,1,Two-Year,No,Yes,Female,1,1785974400000000000
CUST_0353,47,37,94.73,3835.3,3,1,2,Monthly,Yes,No,Female,0,
CUST_0354,55,70,47.57,3520.57,3,2,4,Monthly,Yes,No,Male,0,
CUST_0355,55,18,31.73,,0,1,2,Monthly,No,Yes,Female,0,
CUST_0356,62,42,65.01,2979.87,1,1,2,Yearly,No,Yes,Male,0,
CUST_0357,68,41,119.15,4546.95,1,1,1,Two-Year,Yes,Yes,Female,0,
CUST_0358,25,38,58.67,2219.87,3,2,4,Monthly,Yes,No,Female,0,
CUST_0359,44,34,92.44,3166.6,1,2,2,Monthly,Yes,No,Female,0,
CUST_0360,44,17,115.99,1968.64,3,1,2,Monthly,Yes,No,Female,1,1791936000000000000
CUST_0361,51,37,38.49,1510.27,3,1,3,Yearly,Yes,Yes,Male,0,
CUST_0362,38,25,110.66,2860.78,1,1,1,Monthly,Yes,No,Female,0,
CUST_0363,47,27,36.48,911.41,2,3,3,,Yes,Yes,Male,0,
CUST_0364,50,57,145.64,8046.54,2,3,3,Monthly,Yes,No,Female,0,
CUST_0365,45,31,86.05,2581.7,1,1,2,Yearly,Yes,Yes,Female,0,
CUST_0366,64,6,43.83,266.43,3,2,1,Monthly,Yes,Yes,Female,0,
CUST_0367,50,40,67.8,2598.89,1,0,4,Yearly,Yes,No,Male,0,
CUST_0368,22,12,76.68,849.73,1,3,2,Monthly,Yes,No,Female,0,
CUST_0369,65,53,119.77,6542.92,3,0,4,,Yes,Yes,Male,0,
CUST_0370,36,71,117.93,8960.88,1,0,4,Monthly,Yes,Yes,Male,0,
CUST_0371,21,10,101.49,1102.51,5,1,1,Monthly,Yes,Yes,Female,1,1777766400000000000
CUST_0372,52,45,38.24,1883.44,2,1,3,Monthly,Yes,Yes,Male,0,
CUST_0373,66,17,43.95,789.16,1,2,1,Yearly,Yes,Yes,Female,0,
CUST_0374,34,26,36.72,885.92,3,2,4,Monthly,Yes,No,Male,0,
CUST_0375,61,62,97.15,6448.68,2,0,2,Monthly,Yes,No,Male,0,
CUST_0376,45,46,134.64,6069.52,3,0,4,Yearly,Yes,Yes,Male,0,
CUST_0377,47,64,79.23,5303.88,4,1,2,Yearly,Yes,No,Male,0,
CUST_0378,46,2,45.11,90.78,3,1,2,Monthly,Yes,Yes,Female,1,1786233600000000000
CUST_0379,63,54,94.76,5453.34,2,2,1,Yearly,Yes,Yes,Male,0,
CUST_0380,23,65,126.47,8098.07,2,0,4,Monthly,Yes,Yes,Female,0,
CUST_0381,52,51,117.71,5477.08,1,0,3,Yearly,No,No,Male,0,
CUST_0382,58,53,135.18,7245.96,1,2,4,Two-Year,Yes,Yes,Female,0,
CUST_0383,54,36,59.74,2009.25,2,1,4,Monthly,Yes,Yes,Female,0,
CUST_0384,41,26,49.24,1399.43,3,2,3,Yearly,Yes,Yes,Male,0,
CUST_0385,46,29,134.98,3935.53,1,0,1,Monthly,,Yes,Male,0,
CUST_0386,66,21,107.2,2275.31,1,2,4,Yearly,Yes,Yes,Female,0,
CUST_0387,63,11,63.87,759.8,3,0,4,Yearly,Yes,No,Male,0,
CUST_0388,48,40,117.79,4829.0,0,3,2,Two-Year,Yes,No,Male,0,
CUST_0389,52,11,126.89,1340.72,2,1,4,Monthly,Yes,No,Male,0,
CUST_0390,50,36,101.87,3517.76,1,0,3,Monthly,Yes,Yes,Male,0,
CUST_0391,69,59,110.99,6550.48,1,5,2,Monthly,No,Yes,Male,0,
CUST_0392,38,39,71.91,3010.12,5,2,1,Two-Year,Yes,Yes,Male,0,
CUST_0393,49,54,92.34,5280.29,2,1,2,Yearly,Yes,Yes,Male,0,
CUST_0394,40,55,90.52,5439.36,2,3,3,Yearly,Yes,No,Male,0,
CUST_0395,50,24,131.01,2875.02,5,0,3,Monthly,Yes,Yes,Male,1,1798588800000000000
CUST_0396,20,22,130.0,2727.48,2,3,2,Two-Year,Yes,Yes,Female,0,
CUST_0397,35,69,129.09,8159.37,0,3,1,Yearly,Yes,No,Male,0,
CUST_0398,42,56,26.38,1551.46,3,5,2,Yearly,Yes,Yes,Male,0,
CUST_0399,59,33,118.69,3635.42,1,1,1,Monthly,Yes,No,Male,0,
CUST_0400,48,36,119.83,3968.67,6,1,2,Monthly,Yes,Yes,Male,0,
CUST_0401,20,20,109.8,2223.09,6,3,3,Yearly,Yes,No,Male,0,
CUST_0402,57,62,119.53,7279.67,2,1,4,Yearly,Yes,Yes,Female,0,
CUST_0403,63,26,130.25,3532.19,2,0,4,Monthly,Yes,No,Female,0,
CUST_0404,41,66,83.79,5515.78,2,0,1,Yearly,No,Yes,Male,0,
CUST_0405,67,40,87.76,3457.98,2,1,1,Monthly,Yes,No,Female,0,
CUST_0406,49,17,40.59,679.75,3,1,1,Yearly,Yes,Yes,Male,0,
CUST_0407,64,1,73.17,78.61,1,7,3,Monthly,Yes,No,Male,0,
CUST_0408,39,61,105.42,6295.87,1,1,2,,Yes,Yes,Female,0,
CUST_0409,40,43,122.55,5094.06,3,4,3,Monthly,Yes,Yes,Female,0,
CUST_0410,19,42,52.15,2119.57,2,2,4,Monthly,Yes,No,Female,0,
CUST_0411,44,25,42.23,991.69,2,1,1,Monthly,No,No,Female,0,
CUST_0412,59,39,107.88,4510.83,1,1,2,Yearly,Yes,Yes,Female,0,
CUST_0413,19,35,25.23,820.64,5,2,4,Monthly,Yes,No,Male,0,
CUST_0414,43,3,47.3,153.5,6,1,4,Monthly,Yes,Yes,Male,0,
CUST_0415,34,44,28.63,1205.17,0,3,4,Monthly,Yes,No,Male,0,
CUST_0416,57,51,45.86,2525.7,2,3,3,Monthly,Yes,No,Female,0,
CUST_0417,50,12,47.66,605.19,3,6,1,Monthly,Yes,Yes,Male,0,
CUST_0418,26,19,73.46,1418.63,4,2,4,Monthly,Yes,No,Female,0,
CUST_0419,60,44,75.29,3425.04,3,2,1,Yearly,Yes,No,Male,0,
CUST_0420,65,59,134.28,7646.57,3,2,3,Monthly,No,Yes,Female,0,
CUST_0421,56,49,88.76,4413.81,3,0,4,Yearly,Yes,No,Female,0,
CUST_0422,46,61,115.43,6748.88,2,2,3,Monthly,No,Yes,Male,0,
CUST_0423,59,17,38.02,633.71,5,3,3,Monthly,Yes,No,Male,0,
CUST_0424,43,57,53.18,3191.71,2,2,1,Monthly,Yes,No,Male,0,
CUST_0425,52,55,112.87,5889.92,1,2,4,Two-Year,Yes,Yes,Male,0,
CUST_0426,67,47,31.6,1585.85,3,3,3,Yearly,Yes,No,Female,0,
CUST_0427,42,12,85.82,1004.28,3,1,4,Yearly,Yes,No,Male,0,
CUST_0428,41,62,99.92,6234.9,2,1,1,Monthly,Yes,No,Female,0,
CUST_0429,30,8,,873.06,3,2,3,Yearly,Yes,Yes,Male,1,1793404800000000000
CUST_0430,24,21,27.87,606.49,2,1,1,Monthly,Yes,Yes,Male,0,
CUST_0431,53,70,65.26,4701.23,3,1,4,Monthly,,No,Male,0,
CUST_0432,62,72,104.56,7846.93,1,2,4,Yearly,Yes,Yes,Male,0,
CUST_0433,37,25,43.62,1181.69,1,1,1,Monthly,Yes,Yes,Male,0,
CUST_0434,18,12,111.93,1275.6,0,3,2,Two-Year,Yes,No,Female,0,
CUST_0435,25,15,,1813.77,0,1,3,Monthly,Yes,Yes,Male,0,
CUST_0436,63,59,147.75,8543.59,2,3,4,Two-Year,Yes,No,Female,1,1779667200000000000
CUST_0437,33,26,51.23,1201.94,2,2,4,Yearly,Yes,No,Male,0,
CUST_0438,31,26,128.14,,1,2,3,Yearly,Yes,No,Female,0,
CUST_0439,29,47,90.04,4083.76,4,0,1,Monthly,Yes,Yes,Male,0,
CUST_0440,68,32,71.68,2323.58,1,2,1,Monthly,Yes,Yes,Male,0,
CUST_0441,40,10,40.3,433.75,1,1,1,Two-Year,No,Yes,Male,0,
CUST_0442,32,16,116.94,1979.98,2,5,2,Monthly,No,No,Female,0,
CUST_0443,45,71,54.48,3909.34,3,2,2,Yearly,Yes,Yes,Female,0,
CUST_0444,51,17,71.43,1110.82,4,3,4,Two-Year,No,No,Male,0,
CUST_0445,19,23,32.82,,1,5,1,Monthly,Yes,No,Male,1,1784160000000000000
CUST_0446,49,26,125.17,3167.66,3,3,3,Yearly,Yes,No,Male,0,
CUST_0447,40,7,120.82,866.33,2,1,4,Yearly,Yes,Yes,Female,0,
CUST_0448,39,14,116.7,1491.63,4,2,3,Monthly,Yes,Yes,Male,0,
CUST_0449,68,7,62.43,439.65,2,1,4,Monthly,Yes,No,Female,1,1795219200000000000
CUST_0450,42,9,46.69,453.95,2,2,2,Monthly,Yes,Yes,Male,0,
CUST_0451,39,48,104.69,5231.58,2,1,4,Monthly,No,Yes,Female,0,
CUST_0452,39,72,87.02,6637.7,1,1,2,Yearly,Yes,Yes,Female,0,
CUST_0453,66,59,47.28,2890.88,1,1,4,Monthly,Yes,No,Female,0,
CUST_0454,69,39,110.74,4065.42,2,5,1,Two-Year,Yes,No,Male,0,
CUST_0455,59,18,148.89,2471.24,1,0,3,Monthly,Yes,No,Female,0,
CUST_0456,23,59,118.4,7445.94,5,3,1,Yearly,Yes,No,Male,0,
CUST_0457,32,17,117.5,2075.6,3,1,4,Yearly,Yes,Yes,Female,1,1776124800000000000
CUST_0458,60,14,143.79,2043.28,1,2,4,Monthly,No,No,Male,0,
CUST_0459,54,31,50.37,1464.43,0,3,4,Monthly,Yes,Yes,Female,0,
CUST_0460,50,24,95.69,2344.03,2,4,2,Yearly,Yes,No,Female,1,1778976000000000000
CUST_0461,25,60,147.46,8018.26,3,0,3,Two-Year,Yes,Yes,Male,0,
CUST_0462,61,45,45.66,1898.07,1,1,3,Monthly,Yes,Yes,Male,0,
CUST_0463,61,3,112.53,324.89,2,3,4,,No,Yes,Female,0,
CUST_0464,22,37,98.23,3593.61,6,1,4,Monthly,Yes,Yes,Female,0,
CUST_0465,56,43,98.31,3906.53,2,0,2,Monthly,Yes,No,Male,0,
CUST_0466,21,40,112.21,4147.23,0,3,1,Yearly,Yes,Yes,Female,1,1793491200000000000
CUST_0467,23,55,141.2,8116.86,4,0,1,Yearly,Yes,Yes,Female,0,
CUST_0468,62,39,122.82,4856.77,6,3,3,Monthly,Yes,Yes,Male,0,
CUST_0469,49,15,32.02,483.54,2,2,2,,Yes,No,Male,0,
CUST_0470,69,4,131.59,521.35,1,2,4,Monthly,Yes,Yes,Male,0,
CUST_0471,47,25,53.19,1456.49,2,3,3,Yearly,Yes,No,Female,0,
CUST_0472,64,13,72.11,853.02,1,1,2,Monthly,Yes,Yes,Female,0,
CUST_0473,52,33,82.72,2555.4,1,3,1,Monthly,Yes,Yes,Female,1,1793577600000000000
CUST_0474,57,16,85.11,1401.93,1,0,2,Monthly,Yes,Yes,Male,0,
CUST_0475,69,42,79.4,3092.27,4,2,1,Monthly,Yes,No,Female,0,
CUST_0476,33,66,142.17,9550.96,4,3,2,Yearly,No,No,Male,0,
CUST_0477,30,55,113.25,6313.16,3,1,3,Yearly,Yes,Yes,Male,0,
CUST_0478,67,42,103.9,4774.87,3,0,1,Monthly,Yes,No,Female,0,
CUST_0479,59,34,31.23,1143.24,3,3,3,Yearly,Yes,No,Male,0,
CUST_0480,47,30,137.99,4508.59,2,0,3,Monthly,Yes,Yes,Female,0,
CUST_0481,36,13,138.67,1663.4,6,1,1,Yearly,Yes,No,Male,0,
CUST_0482,34,13,122.53,1710.17,3,0,1,Monthly,Yes,Yes,Male,0,
CUST_0483,36,18,25.88,431.28,2,1,4,Monthly,Yes,No,Male,0,
CUST_0484,45,32,32.16,1056.48,1,1,4,Monthly,Yes,Yes,Female,0,
CUST_0485,43,39,53.15,2164.09,2,0,4,Yearly,Yes,Yes,Male,0,
CUST_0486,54,46,41.42,1776.08,3,0,3,Yearly,No,Yes,Female,0,
CUST_0487,43,29,74.85,2228.24,5,1,3,Monthly,Yes,No,Male,0,
CUST_0488,40,62,140.33,7921.7,2,1,4,Monthly,Yes,No,Male,0,
CUST_0489,26,62,84.01,4993.26,1,1,3,Monthly,No,No,Male,0,
CUST_0490,29,57,26.68,1648.86,0,0,3,Yearly,Yes,Yes,Female,0,
CUST_0491,18,16,60.34,902.06,1,2,1,Yearly,Yes,Yes,Female,0,
CUST_0492,18,56,30.57,1563.08,0,2,1,Monthly,Yes,Yes,Female,0,
CUST_0493,64,10,29.54,292.07,3,1,3,Monthly,Yes,Yes,Female,0,
CUST_0494,51,30,59.46,1908.89,4,2,4,Yearly,Yes,Yes,Female,0,
CUST_0495,49,25,59.45,1360.42,2,3,2,Monthly,Yes,No,Male,0,
CUST_0496,65,5,123.39,599.12,1,1,4,Monthly,Yes,No,Male,0,
CUST_0497,42,65,146.85,10308.44,5,1,2,Monthly,Yes,Yes,Female,1,1791936000000000000
CUST_0498,57,49,71.4,3231.42,0,3,4,Monthly,Yes,No,Female,0,
CUST_0499,62,3,78.61,226.9,4,0,1,Monthly,Yes,No,Female,0,
CUST_0500,18,45,130.6,6204.26,2,0,3,Yearly,Yes,No,Female,0,
CUST_0501,33,14,58.52,826.36,5,1,3,Monthly,Yes,No,Male,0,
CUST_0502,56,30,44.55,1425.33,2,3,1,Yearly,Yes,No,Female,0,
CUST_0503,22,68,131.64,8256.16,0,3,2,Monthly,Yes,No,Female,0,
CUST_0504,39,18,30.81,601.23,5,1,2,Yearly,Yes,Yes,Female,0,
CUST_0505,46,62,102.46,6905.08,2,0,2,Yearly,Yes,Yes,Female,0,
CUST_0506,20,37,95.25,3281.3,1,5,1,Yearly,Yes,No,Male,0,
CUST_0507,29,25,68.24,1546.96,7,2,2,Monthly,Yes,Yes,Male,0,
CUST_0508,43,48,64.4,3394.04,1,2,1,Monthly,Yes,Yes,Female,0,
CUST_0509,33,65,121.48,7868.17,3,1,4,Monthly,Yes,Yes,Male,0,
CUST_0510,68,53,35.8,1924.75,4,3,4,Yearly,Yes,No,Male,0,
CUST_0511,54,15,54.6,837.99,4,2,1,Monthly,Yes,No,Female,0,
CUST_0512,39,49,116.56,6042.32,0,1,3,Two-Year,Yes,Yes,Female,0,
CUST_0513,46,68,93.54,6757.61,1,1,4,Two-Year,Yes,Yes,Male,0,
CUST_0514,31,12,41.0,461.88,3,3,2,Monthly,Yes,No,Male,0,
CUST_0515,45,59,135.27,7560.55,1,2,1,Two-Year,Yes,Yes,Male,0,
CUST_0516,22,37,74.18,2951.52,0,1,2,Monthly,Yes,Yes,Male,0,
CUST_0517,64,61,128.48,8338.11,1,0,2,Monthly,No,No,Male,1,1780876800000000000
CUST_0518,66,43,123.46,5433.66,6,2,3,Monthly,Yes,Yes,Female,1,1779235200000000000
CUST_0519,47,70,103.05,7927.2,7,1,2,Yearly,Yes,Yes,Male,0,
CUST_0520,63,39,86.81,3544.84,1,2,3,Monthly,Yes,No,Male,1,1788825600000000000
CUST_0521,69,56,147.44,7787.39,1,2,4,Two-Year,Yes,Yes,Male,1,1774656000000000000
CUST_0522,22,63,43.12,2904.9,2,2,1,Monthly,Yes,No,Male,0,
CUST_0523,29,46,115.64,5228.73,2,2,2,Monthly,Yes,Yes,Male,0,
CUST_0524,33,11,48.9,488.0,2,1,1,Yearly,Yes,Yes,Male,0,
CUST_0525,43,62,,4022.38,2,3,2,Monthly,Yes,Yes,Male,0,
CUST_0526,43,25,63.59,1673.55,0,4,1,Monthly,Yes,Yes,Male,0,
CUST_0527,65,71,143.38,11116.96,7,2,2,Yearly,Yes,No,Female,0,
CUST_0528,38,52,145.92,7248.11,2,1,2,Monthly,No,No,Female,1,1782432000000000000
CUST_0529,56,4,47.88,181.81,4,1,2,Monthly,Yes,No,Male,0,
CUST_0530,53,59,27.75,1658.08,1,1,2,Monthly,No,Yes,Female,0,
CUST_0531,50,72,115.0,8796.15,2,2,2,Monthly,Yes,No,Female,0,
CUST_0532,47,20,77.25,1621.18,2,3,2,Two-Year,No,Yes,Female,0,
CUST_0533,54,63,36.11,2302.21,4,1,2,Yearly,Yes,No,Female,0,
CUST_0534,40,54,110.47,6122.14,5,0,2,Monthly,Yes,No,Female,0,
CUST_0535,27,57,93.14,5035.14,4,2,2,Monthly,Yes,Yes,Female,0,
CUST_0536,22,41,147.56,5968.38,7,1,1,Monthly,No,Yes,Male,1,1787788800000000000
CUST_0537,53,3,53.43,152.45,5,1,3,Two-Year,Yes,Yes,Male,0,
CUST_0538,51,6,75.5,487.83,6,1,2,Monthly,Yes,No,Female,0,
CUST_0539,69,5,92.82,428.14,3,2,3,Monthly,No,No,Male,0,
CUST_0540,48,5,123.96,642.08,3,2,2,Yearly,Yes,Yes,Female,0,
CUST_0541,27,54,93.6,4812.08,2,2,2,Two-Year,Yes,Yes,Male,0,
CUST_0542,36,47,101.61,4752.34,4,0,1,Monthly,No,Yes,Male,0,
CUST_0543,49,49,53.27,2505.51,2,2,4,Monthly,Yes,No,Male,0,
CUST_0544,18,9,130.86,1136.11,3,0,4,Monthly,Yes,Yes,Female,0,
CUST_0545,22,20,78.58,1496.29,2,2,1,Monthly,Yes,Yes,Male,0,
CUST_0546,62,61,42.62,2731.26,1,3,3,Yearly,Yes,Yes,Male,0,
CUST_0547,21,35,108.02,3679.16,3,2,4,Yearly,Yes,No,Female,0,
CUST_0548,33,50,52.01,2718.23,1,1,1,Yearly,No,Yes,Female,0,
CUST_0549,41,62,37.2,2286.14,4,1,1,Monthly,Yes,No,Male,0,
CUST_0550,33,17,132.75,,2,1,4,Monthly,Yes,Yes,Female,0,
CUST_0551,19,3,82.52,249.7,3,2,3,Monthly,Yes,Yes,Male,0,
CUST_0552,66,32,118.66,4158.49,2,3,1,Monthly,Yes,Yes,Male,0,
CUST_0553,45,13,61.32,775.97,1,2,2,Yearly,Yes,Yes,Female,0,
CUST_0554,49,68,123.37,7898.7,3,0,3,Monthly,Yes,Yes,Female,0,
CUST_0555,44,14,38.99,590.82,3,4,3,Monthly,Yes,Yes,Male,0,
CUST_0556,37,11,69.5,714.78,2,1,4,Monthly,Yes,No,Female,1,1786579200000000000
CUST_0557,41,56,147.26,8798.13,6,2,4,Monthly,Yes,Yes,Male,0,
CUST_0558,29,67,124.25,7742.38,1,1,2,Monthly,Yes,Yes,Female,0,
CUST_0559,67,29,87.16,2607.88,2,1,1,Yearly,Yes,No,Female,0,
CUST_0560,52,9,67.47,564.79,0,1,4,Monthly,Yes,No,Female,0,
CUST_0561,50,67,134.02,9739.15,3,3,4,Yearly,Yes,No,Female,0,
CUST_0562,50,25,93.11,2358.01,2,3,3,Monthly,Yes,No,Female,0,
CUST_0563,68,42,119.8,4859.79,1,2,4,Monthly,Yes,Yes,Male,0,
CUST_0564,60,9,119.26,996.13,1,2,4,Two-Year,Yes,No,Male,0,
CUST_0565,54,40,27.24,1061.53,1,1,4,Monthly,Yes,Yes,Male,0,
CUST_0566,29,25,40.78,1061.3,4,1,4,Yearly,Yes,Yes,Female,0,
CUST_0567,20,5,107.45,524.89,5,1,3,Monthly,Yes,Yes,Male,0,
CUST_0568,18,11,45.2,471.95,1,0,2,Monthly,Yes,Yes,Male,0,
CUST_0569,50,59,56.94,3411.47,0,3,2,Yearly,Yes,Yes,Female,0,
CUST_0570,57,38,143.33,5357.02,2,1,1,Two-Year,Yes,Yes,Female,1,1792454400000000000
CUST_0571,27,72,95.02,6384.17,4,3,4,Yearly,Yes,Yes,Female,0,
CUST_0572,60,5,118.84,553.08,3,2,3,Yearly,Yes,Yes,Male,1,1785974400000000000
CUST_0573,61,48,94.75,4736.71,3,0,1,Monthly,No,Yes,Male,0,
CUST_0574,46,18,94.06,1853.81,2,5,1,Yearly,Yes,Yes,Female,0,
CUST_0575,30,70,36.77,2436.5,1,0,2,Yearly,No,Yes,Male,0,
CUST_0576,29,37,67.96,2651.89,2,0,3,Monthly,Yes,Yes,Male,0,
CUST_0577,48,60,60.3,3319.59,1,6,3,Monthly,Yes,No,Female,0,
CUST_0578,63,48,73.84,3460.37,2,2,3,Yearly,Yes,Yes,Male,0,
CUST_0579,19,28,124.79,3498.79,3,2,2,Monthly,Yes,No,Female,0,
CUST_0580,68,69,71.49,4704.66,1,0,2,Monthly,Yes,No,Male,0,
CUST_0581,67,40,81.46,3277.68,6,3,2,Two-Year,Yes,Yes,Female,0,
CUST_0582,52,45,74.67,3617.28,2,0,2,Monthly,Yes,No,Male,0,
CUST_0583,40,62,36.68,2476.3,1,1,2,Monthly,Yes,Yes,Male,0,
CUST_0584,34,58,80.13,4276.25,2,0,4,Yearly,Yes,Yes,Female,0,
CUST_0585,43,67,49.45,3161.97,2,2,4,Monthly,Yes,No,Female,0,
CUST_0586,25,56,48.34,2966.45,3,0,3,Yearly,Yes,Yes,Female,0,
CUST_0587,46,40,36.75,1402.5,1,1,1,Monthly,Yes,No,Female,0,
CUST_0588,43,40,69.58,2890.47,2,2,3,Monthly,No,No,Male,0,
CUST_0589,27,33,119.69,3755.01,2,1,1,Monthly,Yes,Yes,Female,0,
CUST_0590,43,6,59.56,347.09,2,2,2,Two-Year,Yes,Yes,Female,0,
CUST_0591,51,19,64.04,1141.63,2,1,1,Monthly,Yes,Yes,Female,0,
CUST_0592,68,40,105.33,4513.43,2,3,3,Monthly,No,Yes,Female,0,
CUST_0593,58,59,49.48,3142.73,4,2,3,Monthly,Yes,Yes,Female,1,1782259200000000000
CUST_0594,24,59,137.12,7761.48,0,1,1,Monthly,Yes,No,Male,0,
CUST_0595,21,48,90.02,4600.6,3,2,4,Monthly,Yes,Yes,Female,0,
CUST_0596,67,41,80.95,3224.85,4,1,2,Monthly,Yes,Yes,Female,0,
CUST_0597,62,13,94.73,1132.73,0,1,2,Monthly,Yes,Yes,Female,0,
CUST_0598,28,45,45.75,2165.01,1,1,3,Monthly,Yes,No,Male,0,
CUST_0599,46,53,101.68,5492.99,2,1,4,Yearly,No,Yes,Male,0,
CUST_0600,53,42,70.39,2822.98,1,3,1,Yearly,Yes,Yes,Male,0,
CUST_0601,42,63,137.15,8213.61,4,1,2,Monthly,Yes,No,Female,1,1783555200000000000
CUST_0602,38,27,46.11,1363.4,2,1,4,Monthly,Yes,Yes,Female,0,
CUST_0603,53,38,88.38,3601.93,5,1,2,Yearly,Yes,Yes,Male,0,
CUST_0604,27,60,99.76,6356.47,3,1,4,Yearly,Yes,No,Male,0,
CUST_0605,54,7,29.17,189.0,2,2,4,Monthly,Yes,No,Female,0,
CUST_0606,26,5,70.46,370.28,3,0,3,Two-Year,Yes,Yes,Female,0,
CUST_0607,41,45,116.58,4946.59,4,0,2,Monthly,Yes,Yes,Female,0,
CUST_0608,52,58,127.55,8104.24,5,2,1,Monthly,Yes,No,Male,1,1771027200000000000
CUST_0609,66,31,64.15,1810.5,4,2,3,Monthly,Yes,Yes,Female,0,
CUST_0610,52,23,124.82,2785.96,1,3,3,Two-Year,Yes,No,Female,0,
CUST_0611,65,42,145.97,6043.25,1,2,1,Monthly,Yes,Yes,Male,0,
CUST_0612,53,10,132.11,1406.76,1,3,3,Yearly,No,Yes,Male,1,1769990400000000000
CUST_0613,35,32,39.71,1338.38,2,2,4,Monthly,Yes,Yes,Male,0,
CUST_0614,66,53,117.47,6070.25,1,2,4,Monthly,Yes,No,Female,0,
CUST_0615,56,30,64.96,1974.35,1,0,2,Monthly,No,No,Male,0,
CUST_0616,49,39,148.55,6182.3,6,4,2,Yearly,Yes,No,Male,1,1780444800000000000
CUST_0617,41,31,85.67,2399.86,3,0,1,Monthly,No,No,Female,0,
CUST_0618,40,2,40.3,85.47,3,1,2,Monthly,Yes,Yes,Female,0,
CUST_0619,49,12,115.65,1511.84,2,1,4,Monthly,Yes,Yes,Male,0,
CUST_0620,54,39,65.38,2311.19,4,1,1,Two-Year,Yes,No,Female,0,
CUST_0621,29,66,149.63,8978.05,2,1,1,Monthly,No,No,Male,0,
